TICKER;PER;DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
NASDAQCOMP;5;20180102;173500;6938.8960000;6938.8960000;6928.5310000;6928.5310000;3268059
NASDAQCOMP;5;20180102;174000;6926.7470000;6937.6210000;6926.7470000;6937.6210000;9932826
NASDAQCOMP;5;20180102;174500;6941.9470000;6950.1940000;6941.9470000;6950.1940000;7995675
NASDAQCOMP;5;20180102;175000;6951.0860000;6958.6170000;6951.0860000;6958.0730000;7248697
NASDAQCOMP;5;20180102;175500;6956.4490000;6961.3220000;6956.4490000;6961.3220000;6490586
NASDAQCOMP;5;20180102;180000;6959.3670000;6962.3760000;6955.3660000;6962.3760000;5596435
NASDAQCOMP;5;20180102;180500;6968.3490000;6972.6180000;6968.3490000;6971.5140000;6702441
NASDAQCOMP;5;20180102;181000;6971.5170000;6973.6550000;6971.3790000;6973.6550000;6013942
NASDAQCOMP;5;20180102;181500;6973.8360000;6973.8360000;6972.0680000;6972.8450000;5366704
NASDAQCOMP;5;20180102;182000;6972.1420000;6975.5530000;6972.1420000;6975.5530000;4522707
NASDAQCOMP;5;20180102;182500;6975.5920000;6975.5920000;6973.9460000;6975.2710000;5001694
NASDAQCOMP;5;20180102;183000;6975.2290000;6981.7550000;6975.2290000;6980.7330000;4963360
NASDAQCOMP;5;20180102;183500;6982.2980000;6982.4640000;6981.5910000;6981.5910000;4496874
NASDAQCOMP;5;20180102;184000;6983.3690000;6983.9140000;6976.1770000;6976.1770000;4620586
NASDAQCOMP;5;20180102;184500;6977.7820000;6981.8310000;6977.7820000;6981.8310000;4591521
NASDAQCOMP;5;20180102;185000;6981.3440000;6982.3650000;6981.3440000;6982.3070000;4193371
NASDAQCOMP;5;20180102;185500;6983.1630000;6985.3430000;6982.5720000;6985.3430000;4182599
NASDAQCOMP;5;20180102;190000;6986.1020000;6987.2710000;6986.1020000;6986.7350000;4043255
NASDAQCOMP;5;20180102;190500;6987.0260000;6988.7730000;6987.0260000;6987.6310000;4023469
NASDAQCOMP;5;20180102;191000;6987.6070000;6988.4300000;6987.6070000;6987.8140000;3429675
NASDAQCOMP;5;20180102;191500;6988.0620000;6989.7470000;6988.0620000;6989.7470000;3783773
NASDAQCOMP;5;20180102;192000;6990.1880000;6993.4010000;6990.1880000;6991.7060000;3712132
NASDAQCOMP;5;20180102;192500;6991.8180000;6991.8180000;6986.4500000;6986.4500000;4068929
NASDAQCOMP;5;20180102;193000;6986.9620000;6988.8740000;6986.9620000;6987.3470000;3346404
NASDAQCOMP;5;20180102;193500;6987.6910000;6988.7620000;6986.5850000;6986.5850000;3324404
NASDAQCOMP;5;20180102;194000;6986.6840000;6986.6840000;6985.1650000;6985.6910000;3469083
NASDAQCOMP;5;20180102;194500;6985.3970000;6985.3970000;6982.0470000;6982.1680000;3436038
NASDAQCOMP;5;20180102;195000;6983.5000000;6986.4680000;6983.1580000;6986.4680000;3058323
NASDAQCOMP;5;20180102;195500;6986.8790000;6986.8790000;6985.8910000;6986.8010000;2894299
NASDAQCOMP;5;20180102;200000;6987.4670000;6987.6900000;6986.7180000;6986.7570000;2534748
NASDAQCOMP;5;20180102;200500;6986.5060000;6987.6840000;6986.1790000;6987.6840000;2903882
NASDAQCOMP;5;20180102;201000;6988.1910000;6989.2910000;6988.1910000;6989.2910000;3112616
NASDAQCOMP;5;20180102;201500;6989.5760000;6989.8320000;6989.1840000;6989.8320000;2699835
NASDAQCOMP;5;20180102;202000;6989.6710000;6989.7730000;6988.7320000;6988.7320000;2775811
NASDAQCOMP;5;20180102;202500;6988.4290000;6988.4290000;6987.8610000;6988.3520000;2876074
NASDAQCOMP;5;20180102;203000;6987.6180000;6987.6180000;6985.9540000;6986.1270000;2909550
NASDAQCOMP;5;20180102;203500;6986.7260000;6986.7260000;6986.0840000;6986.0840000;2724467
NASDAQCOMP;5;20180102;204000;6985.7450000;6985.7450000;6983.6240000;6983.6240000;2384116
NASDAQCOMP;5;20180102;204500;6983.9610000;6984.6590000;6983.9610000;6984.3520000;2139437
NASDAQCOMP;5;20180102;205000;6984.1280000;6984.1500000;6983.2930000;6983.5730000;2457246
NASDAQCOMP;5;20180102;205500;6983.8170000;6984.7560000;6983.4180000;6983.7480000;2750900
NASDAQCOMP;5;20180102;210000;6983.0300000;6983.9990000;6982.8060000;6983.4210000;2489917
NASDAQCOMP;5;20180102;210500;6984.3610000;6985.8650000;6984.3610000;6985.8650000;2162028
NASDAQCOMP;5;20180102;211000;6986.2450000;6987.2730000;6986.2450000;6987.2730000;2468339
NASDAQCOMP;5;20180102;211500;6987.6120000;6988.4960000;6987.3450000;6987.3450000;2468965
NASDAQCOMP;5;20180102;212000;6987.2310000;6987.2310000;6984.9320000;6984.9320000;2729918
NASDAQCOMP;5;20180102;212500;6985.7970000;6988.6510000;6985.7970000;6988.6510000;2442752
NASDAQCOMP;5;20180102;213000;6988.0290000;6989.4120000;6988.0290000;6989.4120000;2402035
NASDAQCOMP;5;20180102;213500;6989.0430000;6989.9430000;6988.6050000;6989.9430000;2141814
NASDAQCOMP;5;20180102;214000;6989.4100000;6991.2360000;6989.4100000;6991.2360000;2741655
NASDAQCOMP;5;20180102;214500;6991.4120000;6991.9670000;6991.4120000;6991.9670000;2626294
NASDAQCOMP;5;20180102;215000;6991.7510000;6991.7980000;6991.1060000;6991.3780000;2463529
NASDAQCOMP;5;20180102;215500;6991.6820000;6992.0420000;6990.7960000;6990.7960000;2669901
NASDAQCOMP;5;20180102;220000;6989.9970000;6991.6860000;6989.8680000;6991.6860000;2958199
NASDAQCOMP;5;20180102;220500;6992.5160000;6997.5460000;6992.5160000;6997.5460000;3504802
NASDAQCOMP;5;20180102;221000;6997.6210000;6997.6920000;6996.9800000;6997.0060000;3437574
NASDAQCOMP;5;20180102;221500;6995.8770000;6996.2810000;6995.3790000;6996.2810000;3239099
NASDAQCOMP;5;20180102;222000;6996.3310000;6996.3310000;6995.1700000;6995.1700000;2975570
NASDAQCOMP;5;20180102;222500;6995.4940000;6995.7920000;6994.3640000;6994.3640000;3392601
NASDAQCOMP;5;20180102;223000;6994.4810000;6994.4810000;6993.7550000;6994.3740000;3016059
NASDAQCOMP;5;20180102;223500;6994.5650000;6994.5650000;6993.9950000;6994.5620000;3020835
NASDAQCOMP;5;20180102;224000;6995.1820000;6995.1820000;6994.6610000;6995.0390000;3272355
NASDAQCOMP;5;20180102;224500;6994.7990000;6996.4350000;6994.7990000;6995.9910000;2989703
NASDAQCOMP;5;20180102;225000;6995.3560000;6995.3560000;6994.7890000;6994.7900000;2791483
NASDAQCOMP;5;20180102;225500;6994.7530000;6995.5150000;6994.7530000;6994.8090000;2955744
NASDAQCOMP;5;20180102;230000;6995.0710000;6995.0710000;6994.1480000;6994.1480000;2761513
NASDAQCOMP;5;20180102;230500;6995.0720000;6995.6880000;6994.2530000;6995.6760000;3356104
NASDAQCOMP;5;20180102;231000;6995.7950000;6995.7950000;6994.0970000;6994.0970000;3255817
NASDAQCOMP;5;20180102;231500;6995.0670000;6995.7510000;6995.0670000;6995.4250000;3285895
NASDAQCOMP;5;20180102;232000;6994.9950000;6995.4770000;6994.8160000;6995.2590000;3135335
NASDAQCOMP;5;20180102;232500;6995.3310000;6995.3310000;6995.0290000;6995.0290000;3758329
NASDAQCOMP;5;20180102;233000;6995.6540000;6997.9660000;6994.6590000;6997.9660000;4258325
NASDAQCOMP;5;20180102;233500;6998.4460000;6998.4460000;6997.2070000;6997.2070000;4874333
NASDAQCOMP;5;20180102;234000;6996.6800000;6997.4620000;6995.6830000;6997.4060000;5009875
NASDAQCOMP;5;20180102;234500;6998.4900000;7000.5410000;6998.4900000;7000.5410000;5738936
NASDAQCOMP;5;20180102;235000;7000.6200000;7002.1720000;7000.2500000;7001.5580000;7003110
NASDAQCOMP;5;20180102;235500;7004.4680000;7006.8720000;7004.4680000;7006.4340000;13677461
NASDAQCOMP;5;20180103;000000;7004.6670000;7005.1190000;7004.6670000;7005.0800000;16677221
NASDAQCOMP;5;20180103;000500;7006.8980000;7006.8980000;7006.8980000;7006.8980000;6268292
NASDAQCOMP;5;20180103;173500;7019.1030000;7023.4900000;7019.1030000;7022.6990000;4891973
NASDAQCOMP;5;20180103;174000;7024.8520000;7027.5920000;7024.0220000;7027.5920000;9854597
NASDAQCOMP;5;20180103;174500;7030.5100000;7032.3370000;7029.9030000;7029.9030000;8349513
NASDAQCOMP;5;20180103;175000;7030.5720000;7031.3160000;7030.2290000;7030.3270000;7977318
NASDAQCOMP;5;20180103;175500;7032.0890000;7040.3480000;7032.0580000;7040.3480000;6959648
NASDAQCOMP;5;20180103;180000;7038.2880000;7041.8290000;7038.2880000;7041.8290000;7026763
NASDAQCOMP;5;20180103;180500;7043.6970000;7049.7520000;7043.6970000;7049.7520000;6481206
NASDAQCOMP;5;20180103;181000;7049.4820000;7049.4820000;7046.1320000;7047.2330000;6086918
NASDAQCOMP;5;20180103;181500;7046.1730000;7046.1730000;7042.8670000;7042.8670000;5732494
NASDAQCOMP;5;20180103;182000;7043.9930000;7044.4130000;7040.4090000;7042.1510000;5447359
NASDAQCOMP;5;20180103;182500;7043.3820000;7043.9240000;7042.6700000;7043.7770000;4798465
NASDAQCOMP;5;20180103;183000;7044.7140000;7046.6970000;7042.9790000;7046.6970000;4910732
NASDAQCOMP;5;20180103;183500;7046.2690000;7048.4560000;7046.2690000;7048.3420000;4556235
NASDAQCOMP;5;20180103;184000;7048.1840000;7052.1450000;7048.1840000;7052.1450000;4660574
NASDAQCOMP;5;20180103;184500;7053.0740000;7054.8700000;7053.0740000;7054.3080000;3979103
NASDAQCOMP;5;20180103;185000;7055.4940000;7055.4940000;7051.5350000;7051.5350000;4464324
NASDAQCOMP;5;20180103;185500;7051.8470000;7051.8470000;7049.2050000;7049.2050000;5575034
NASDAQCOMP;5;20180103;190000;7050.1560000;7051.0580000;7049.3560000;7050.2880000;3866798
NASDAQCOMP;5;20180103;190500;7050.7760000;7050.7760000;7048.8080000;7050.3440000;4064537
NASDAQCOMP;5;20180103;191000;7049.8120000;7051.0260000;7049.8120000;7051.0260000;3802096
NASDAQCOMP;5;20180103;191500;7052.2530000;7053.6280000;7050.8990000;7053.6280000;3478031
NASDAQCOMP;5;20180103;192000;7052.9500000;7054.1150000;7052.9500000;7054.1150000;3770274
NASDAQCOMP;5;20180103;192500;7054.9210000;7055.4520000;7054.1480000;7054.8790000;3742823
NASDAQCOMP;5;20180103;193000;7055.8250000;7056.4220000;7055.2520000;7055.2520000;3643257
NASDAQCOMP;5;20180103;193500;7055.2930000;7055.9220000;7055.2930000;7055.9120000;3844521
NASDAQCOMP;5;20180103;194000;7056.4270000;7056.4270000;7055.2160000;7055.2160000;3929804
NASDAQCOMP;5;20180103;194500;7054.1320000;7054.1320000;7051.6290000;7052.6110000;3904128
NASDAQCOMP;5;20180103;195000;7050.9320000;7052.8890000;7050.2870000;7052.8890000;4056864
NASDAQCOMP;5;20180103;195500;7052.2040000;7052.5300000;7050.8330000;7050.8330000;4014655
NASDAQCOMP;5;20180103;200000;7050.3610000;7050.3610000;7049.1260000;7049.5160000;3827146
NASDAQCOMP;5;20180103;200500;7048.9670000;7051.3860000;7048.9670000;7050.4950000;3562909
NASDAQCOMP;5;20180103;201000;7051.1210000;7051.1210000;7049.1860000;7050.2700000;3409974
NASDAQCOMP;5;20180103;201500;7050.4960000;7050.8490000;7049.1860000;7049.8100000;3205523
NASDAQCOMP;5;20180103;202000;7050.4440000;7050.4440000;7048.8160000;7049.6830000;2813680
NASDAQCOMP;5;20180103;202500;7050.2180000;7050.2180000;7049.5670000;7049.9900000;2903812
NASDAQCOMP;5;20180103;203000;7049.7750000;7052.5010000;7049.7750000;7052.5010000;2970811
NASDAQCOMP;5;20180103;203500;7053.0080000;7054.3360000;7052.7400000;7054.3360000;2763653
NASDAQCOMP;5;20180103;204000;7053.6940000;7055.5170000;7053.6940000;7055.5170000;3130022
NASDAQCOMP;5;20180103;204500;7056.5090000;7058.4740000;7056.5090000;7058.4740000;3024145
NASDAQCOMP;5;20180103;205000;7059.3620000;7062.3840000;7059.3620000;7062.3840000;3330120
NASDAQCOMP;5;20180103;205500;7062.7140000;7064.7480000;7062.7140000;7064.7380000;3126903
NASDAQCOMP;5;20180103;210000;7064.4660000;7064.4660000;7060.4270000;7060.4270000;3062068
NASDAQCOMP;5;20180103;210500;7061.7960000;7062.3850000;7061.0320000;7061.0320000;2943733
NASDAQCOMP;5;20180103;211000;7061.4910000;7061.5890000;7060.2150000;7061.5890000;2806634
NASDAQCOMP;5;20180103;211500;7060.8600000;7061.7490000;7060.4480000;7060.4480000;2975178
NASDAQCOMP;5;20180103;212000;7061.2770000;7062.1870000;7061.2770000;7061.8690000;2519514
NASDAQCOMP;5;20180103;212500;7062.2360000;7062.4620000;7061.3510000;7062.4620000;2558464
NASDAQCOMP;5;20180103;213000;7063.1900000;7063.6180000;7062.0190000;7062.0190000;2607353
NASDAQCOMP;5;20180103;213500;7061.6700000;7061.6700000;7060.4480000;7060.5680000;2729494
NASDAQCOMP;5;20180103;214000;7060.5060000;7060.5060000;7057.8000000;7057.8000000;2828220
NASDAQCOMP;5;20180103;214500;7056.9690000;7056.9690000;7052.8560000;7054.0520000;3265740
NASDAQCOMP;5;20180103;215000;7054.1860000;7054.8860000;7053.9690000;7054.6560000;2787733
NASDAQCOMP;5;20180103;215500;7055.1030000;7055.2930000;7054.4660000;7054.6460000;2926984
NASDAQCOMP;5;20180103;220000;7054.8010000;7054.9220000;7052.6280000;7052.6840000;3022347
NASDAQCOMP;5;20180103;220500;7052.4170000;7053.8910000;7051.6820000;7051.6820000;3283137
NASDAQCOMP;5;20180103;221000;7052.2840000;7053.7460000;7052.2840000;7052.4620000;3250232
NASDAQCOMP;5;20180103;221500;7053.1620000;7055.6460000;7053.1620000;7055.6460000;3530479
NASDAQCOMP;5;20180103;222000;7058.0740000;7058.0740000;7057.0970000;7057.9760000;3001111
NASDAQCOMP;5;20180103;222500;7059.4610000;7060.9280000;7059.4610000;7060.9280000;2848755
NASDAQCOMP;5;20180103;223000;7060.4890000;7062.3510000;7060.4890000;7062.2460000;3063012
NASDAQCOMP;5;20180103;223500;7062.3690000;7062.3690000;7058.9380000;7059.5440000;3149566
NASDAQCOMP;5;20180103;224000;7060.1190000;7064.6270000;7060.1190000;7060.8280000;3877893
NASDAQCOMP;5;20180103;224500;7061.1300000;7062.3720000;7060.7930000;7062.1110000;4005435
NASDAQCOMP;5;20180103;225000;7062.0670000;7062.1130000;7061.9360000;7061.9890000;3325134
NASDAQCOMP;5;20180103;225500;7060.9480000;7060.9480000;7059.5260000;7059.6990000;3431481
NASDAQCOMP;5;20180103;230000;7060.0860000;7061.8230000;7060.0330000;7061.7050000;3660120
NASDAQCOMP;5;20180103;230500;7061.5840000;7062.2920000;7060.6520000;7061.7010000;3898189
NASDAQCOMP;5;20180103;231000;7061.7390000;7061.7390000;7060.5490000;7061.6230000;8248058
NASDAQCOMP;5;20180103;231500;7061.2160000;7061.2160000;7059.4220000;7059.4220000;5011432
